Node_ID,X,Y,Z,Head,Velocity_X,Velocity_Y,Darcy_Flux_X,Darcy_Flux_Y,Hydraulic_Gradient
116,55.0,25.0,0.0,7.250000000000014,1.4285714285714128e-05,3.3301605418635506e-20,4.9999999999999445e-06,1.1655561896522427e-20,0.04999999999999945
117,60.0,25.0,0.0,7.000000000000018,1.4285714285714185e-05,1.4890239046777868e-19,4.999999999999965e-06,5.2115836663722537e-20,0.049999999999999656
118,65.0,25.0,0.0,6.750000000000019,1.4285714285714341e-05,1.3932181166927606e-19,5.000000000000019e-06,4.876263408424662e-20,0.0500000000000002
119,70.0,25.0,0.0,6.500000000000015,1.428571428571444e-05,1.3304206154456217e-19,5.000000000000054e-06,4.656472154059676e-20,0.05000000000000052
120,75.0,25.0,0.0,6.2500000000000115,1.4285714285714495e-05,4.987022806296334e-20,5.000000000000073e-06,1.7454579822037166e-20,0.05000000000000073
121,80.0,25.0,0.0,6.000000000000009,1.4285714285714472e-05,-1.5411288697372964e-20,5.000000000000065e-06,-5.393951044080537e-21,0.05000000000000064
122,85.0,25.0,0.0,5.750000000000005,1.4285714285714453e-05,-2.1406358726223118e-20,5.000000000000058e-06,-7.49222555417809e-21,0.050000000000000565
123,90.0,25.0,0.0,5.500000000000002,1.4285714285714392e-05,2.827408260616443e-20,5.000000000000037e-06,9.895928912157551e-21,0.050000000000000364
124,95.0,25.0,0.0,5.250000000000003,1.4285714285714341e-05,3.1720657846433064e-20,5.000000000000019e-06,1.1102230246251572e-20,0.05000000000000018
125,100.0,25.0,0.0,5.0,1.4285714285714387e-05,2.1855398952066686e-20,5.000000000000035e-06,7.64938963322334e-21,0.05000000000000036
126,0.0,30.0,0.0,10.0,1.4285714285714245e-05,1.1990140057700294e-20,4.999999999999985e-06,4.196549020195103e-21,0.04999999999999984
127,5.0,30.0,0.0,9.75,1.4285714285714104e-05,3.2757671827504024e-20,4.999999999999936e-06,1.1465185139626407e-20,0.04999999999999934
128,10.0,30.0,0.0,9.500000000000007,1.4285714285714026e-05,-5.196968262570129e-20,4.999999999999909e-06,-1.818938891899545e-20,0.04999999999999909
129,15.0,30.0,0.0,9.25000000000001,1.4285714285713948e-05,-5.957112682734985e-20,4.999999999999882e-06,-2.0849894389572446e-20,0.0499999999999988
130,20.0,30.0,0.0,9.00000000000002,1.4285714285713948e-05,-1.2907697931375805e-19,4.999999999999882e-06,-4.5176942759815314e-20,0.04999999999999882
131,25.0,30.0,0.0,8.750000000000025,1.4285714285714223e-05,-1.2527625721293366e-19,4.9999999999999775e-06,-4.3846690024526783e-20,0.04999999999999977
132,30.0,30.0,0.0,8.500000000000021,1.4285714285714348e-05,-9.675472163790436e-22,5.000000000000022e-06,-3.386415257326653e-22,0.05000000000000022
133,35.0,30.0,0.0,8.250000000000021,1.4285714285714353e-05,4.229421046191072e-20,5.000000000000023e-06,1.4802973661668752e-20,0.050000000000000246
134,40.0,30.0,0.0,8.00000000000002,1.4285714285714404e-05,-3.187321745000875e-21,5.000000000000041e-06,-1.1155626107503062e-21,0.05000000000000042
135,45.0,30.0,0.0,7.750000000000018,1.4285714285714406e-05,-1.1956586727994732e-19,5.000000000000042e-06,-4.184805354798156e-20,0.05000000000000041
136,50.0,30.0,0.0,7.500000000000016,1.428571428571438e-05,-1.35236409472588e-19,5.000000000000033e-06,-4.7332743315405796e-20,0.050000000000000336
137,55.0,30.0,0.0,7.250000000000014,1.4285714285714309e-05,1.7536169860706888e-20,5.000000000000008e-06,6.1376594512474105e-21,0.05000000000000007
138,60.0,30.0,0.0,7.000000000000015,1.4285714285714314e-05,1.4942089745831417e-19,5.00000000000001e-06,5.2297314110409954e-20,0.05000000000000008
139,65.0,30.0,0.0,6.7500000000000115,1.4285714285714343e-05,1.0660818000586793e-19,5.00000000000002e-06,3.7312863002053776e-20,0.0500000000000002
140,70.0,30.0,0.0,6.500000000000013,1.4285714285714358e-05,6.070303417370873e-20,5.000000000000025e-06,2.1246061960798053e-20,0.050000000000000246
141,75.0,30.0,0.0,6.2500000000000115,1.4285714285714453e-05,-3.2567885096928304e-21,5.000000000000058e-06,-1.1398759783924905e-21,0.050000000000000565
142,80.0,30.0,0.0,6.000000000000008,1.428571428571444e-05,-3.858838172637437e-20,5.000000000000054e-06,-1.3505933604231028e-20,0.05000000000000052
143,85.0,30.0,0.0,5.750000000000007,1.4285714285714457e-05,-3.73615810147275e-20,5.00000000000006e-06,-1.3076553355154625e-20,0.05000000000000059
144,90.0,30.0,0.0,5.500000000000003,1.4285714285714467e-05,-3.207480470698868e-20,5.000000000000063e-06,-1.1226181647446038e-20,0.05000000000000063
145,95.0,30.0,0.0,5.25,1.4285714285714363e-05,-1.67584093749039e-21,5.000000000000027e-06,-5.865443281216364e-22,0.05000000000000028
146,100.0,30.0,0.0,5.0,1.428571428571432e-05,1.0573552615477664e-20,5.000000000000011e-06,3.700743415417182e-21,0.05000000000000011
147,0.0,35.0,0.0,10.0,1.4285714285714179e-05,-3.700743415417188e-20,4.999999999999962e-06,-1.2952601953960156e-20,0.04999999999999962
148,5.0,35.0,0.0,9.750000000000002,1.4285714285714082e-05,-5.744624566401595e-20,4.999999999999928e-06,-2.010618598240558e-20,0.049999999999999274
149,10.0,35.0,0.0,9.500000000000007,1.428571428571405e-05,-4.8289280490760896e-20,4.999999999999917e-06,-1.6901248171766312e-20,0.04999999999999916
150,15.0,35.0,0.0,9.25000000000001,1.4285714285713952e-05,-4.687269304853828e-20,4.999999999999883e-06,-1.6405442566988397e-20,0.049999999999998816
151,20.0,35.0,0.0,9.00000000000002,1.4285714285713986e-05,-4.4904022584354985e-22,4.9999999999998945e-06,-1.5716407904524245e-22,0.049999999999998934
152,25.0,35.0,0.0,8.750000000000021,1.428571428571424e-05,3.559084671194931e-20,4.9999999999999835e-06,1.2456796349182258e-20,0.049999999999999836
153,30.0,35.0,0.0,8.500000000000021,1.4285714285714338e-05,1.9022224067621467e-20,5.000000000000018e-06,6.6577784236675124e-21,0.05000000000000018
154,35.0,35.0,0.0,8.25000000000002,1.4285714285714331e-05,-6.282791533704265e-20,5.000000000000016e-06,-2.1989770367964927e-20,0.050000000000000155
155,40.0,35.0,0.0,8.00000000000002,1.4285714285714363e-05,-1.3146111397235966e-19,5.000000000000027e-06,-4.601138989032588e-20,0.050000000000000266
156,45.0,35.0,0.0,7.750000000000019,1.4285714285714389e-05,-9.216443852487403e-20,5.000000000000036e-06,-3.225755348370591e-20,0.05000000000000035
157,50.0,35.0,0.0,7.500000000000018,1.4285714285714457e-05,-1.8693503807661758e-20,5.00000000000006e-06,-6.542726332681614e-21,0.0500000000000006
158,55.0,35.0,0.0,7.250000000000012,1.4285714285714431e-05,-2.3436346524269122e-20,5.00000000000005e-06,-8.202721283494192e-21,0.0500000000000005
159,60.0,35.0,0.0,7.0000000000000115,1.4285714285714263e-05,-4.1680810106087306e-20,4.999999999999992e-06,-1.4588283537130556e-20,0.04999999999999992
160,65.0,35.0,0.0,6.750000000000014,1.42857142857143e-05,-9.848822881368392e-20,5.000000000000005e-06,-3.447088008478937e-20,0.050000000000000044
161,70.0,35.0,0.0,6.500000000000012,1.4285714285714385e-05,-3.929667544748566e-20,5.000000000000034e-06,-1.375383640661998e-20,0.050000000000000364
162,75.0,35.0,0.0,6.250000000000011,1.428571428571438e-05,1.1186952971301092e-20,5.000000000000033e-06,3.915433539955382e-21,0.05000000000000032
163,80.0,35.0,0.0,6.000000000000011,1.4285714285714406e-05,-2.237390594260218e-20,5.000000000000042e-06,-7.830867079910763e-21,0.05000000000000041
164,85.0,35.0,0.0,5.750000000000006,1.4285714285714479e-05,-4.264835732246638e-20,5.000000000000067e-06,-1.4926925062863233e-20,0.05000000000000066
165,90.0,35.0,0.0,5.500000000000003,1.428571428571444e-05,-6.863319863531701e-20,5.000000000000054e-06,-2.4021619522360952e-20,0.05000000000000054
166,95.0,35.0,0.0,5.250000000000002,1.4285714285714382e-05,-5.0129481558231086e-20,5.0000000000000334e-06,-1.7545318545380878e-20,0.05000000000000033
167,100.0,35.0,0.0,5.0,1.428571428571438e-05,-1.0055045624942167e-20,5.000000000000033e-06,-3.519265968729758e-21,0.05000000000000031
168,0.0,40.0,0.0,10.0,1.4285714285714038e-05,-5.1830749096317405e-20,4.999999999999913e-06,-1.814076218371109e-20,0.04999999999999912
169,5.0,40.0,0.0,9.750000000000004,1.4285714285714026e-05,-1.1805438647243684e-19,4.999999999999909e-06,-4.131903526535289e-20,0.04999999999999908
170,10.0,40.0,0.0,9.500000000000009,1.4285714285713992e-05,-7.085297316393886e-20,4.999999999999897e-06,-2.47985406073786e-20,0.04999999999999896
171,15.0,40.0,0.0,9.250000000000014,1.4285714285713952e-05,-6.995489271225174e-20,4.999999999999883e-06,-2.4484212449288107e-20,0.04999999999999882
172,20.0,40.0,0.0,9.00000000000002,1.428571428571398e-05,-4.4324198259956745e-20,4.999999999999893e-06,-1.551346939098486e-20,0.04999999999999893
173,25.0,40.0,0.0,8.750000000000025,1.4285714285714184e-05,-3.52366998513936e-20,4.999999999999964e-06,-1.233284494798776e-20,0.049999999999999614
174,30.0,40.0,0.0,8.500000000000021,1.4285714285714252e-05,-4.5481532206911594e-20,4.999999999999988e-06,-1.5918536272419056e-20,0.049999999999999885
175,35.0,40.0,0.0,8.250000000000025,1.4285714285714194e-05,-1.7356553770369464e-19,4.999999999999967e-06,-6.074793819629312e-20,0.04999999999999966
176,40.0,40.0,0.0,8.000000000000025,1.4285714285714365e-05,-1.509323782658247e-19,5.0000000000000275e-06,-5.2826332393038644e-20,0.05000000000000027
177,45.0,40.0,0.0,7.75000000000002,1.4285714285714479e-05,-9.339123923652088e-20,5.000000000000067e-06,-3.2686933732782306e-20,0.05000000000000067
178,50.0,40.0,0.0,7.500000000000017,1.4285714285714431e-05,-6.037431391374905e-20,5.00000000000005e-06,-2.1131009869812168e-20,0.0500000000000005
179,55.0,40.0,0.0,7.250000000000015,1.4285714285714314e-05,-1.6379517217461615e-19,5.00000000000001e-06,-5.732831026111565e-20,0.05000000000000009
180,60.0,40.0,0.0,7.000000000000016,1.4285714285714253e-05,-1.571867017899426e-19,4.9999999999999886e-06,-5.50153456264799e-20,0.04999999999999989
181,65.0,40.0,0.0,6.750000000000015,1.4285714285714343e-05,-6.776054478422589e-20,5.00000000000002e-06,-2.371619067447906e-20,0.0500000000000002
182,70.0,40.0,0.0,6.500000000000012,1.4285714285714402e-05,-2.4852933966491738e-20,5.00000000000004e-06,-8.698526888272107e-21,0.05000000000000041
183,75.0,40.0,0.0,6.25000000000001,1.4285714285714346e-05,-7.670910966340522e-21,5.000000000000021e-06,-2.6848188382191823e-21,0.05000000000000022
184,80.0,40.0,0.0,6.000000000000009,1.4285714285714336e-05,-3.541468605556625e-22,5.000000000000017e-06,-1.2395140119448186e-22,0.05000000000000017
185,85.0,40.0,0.0,5.750000000000008,1.4285714285714397e-05,-1.8857863937641557e-20,5.0000000000000385e-06,-6.600252378174544e-21,0.05000000000000039
186,90.0,40.0,0.0,5.500000000000005,1.4285714285714436e-05,-4.4229304894668816e-20,5.000000000000052e-06,-1.5480256713134084e-20,0.05000000000000051
187,95.0,40.0,0.0,5.250000000000002,1.4285714285714404e-05,-9.960152259654292e-21,5.000000000000041e-06,-3.486053290879002e-21,0.05000000000000042
188,100.0,40.0,0.0,5.0,1.4285714285714387e-05,-1.0317481844931627e-36,5.000000000000035e-06,-3.6111186457260696e-37,0.05000000000000035
189,0.0,45.0,0.0,10.0,1.4285714285713884e-05,1.3027154038771304e-20,4.999999999999859e-06,4.559503913569956e-21,0.04999999999999859
190,5.0,45.0,0.0,9.750000000000007,1.428571428571399e-05,-3.101236412532173e-20,4.999999999999896e-06,-1.0854327443862605e-20,0.049999999999998955
191,10.0,45.0,0.0,9.500000000000009,1.4285714285714025e-05,-1.4165874422226067e-21,4.999999999999908e-06,-4.958056047779123e-22,0.049999999999999094
192,15.0,45.0,0.0,9.250000000000014,1.4285714285713936e-05,4.1585916740799437e-20,4.999999999999878e-06,1.4555070859279802e-20,0.049999999999998775
193,20.0,45.0,0.0,9.00000000000002,1.4285714285713957e-05,2.1248811633339223e-21,4.999999999999884e-06,7.437084071668727e-22,0.04999999999999884
194,25.0,45.0,0.0,8.750000000000023,1.4285714285714133e-05,-8.119951192184058e-21,4.999999999999946e-06,-2.84198291726442e-21,0.04999999999999945
195,30.0,45.0,0.0,8.500000000000023,1.4285714285714169e-05,-1.0396479185199854e-19,4.999999999999959e-06,-3.6387677148199484e-20,0.04999999999999958
196,35.0,45.0,0.0,8.250000000000027,1.4285714285714199e-05,-1.1286250352998586e-19,4.999999999999969e-06,-3.950187623549505e-20,0.049999999999999704
197,40.0,45.0,0.0,8.000000000000025,1.4285714285714423e-05,-4.3970051399401085e-20,5.000000000000048e-06,-1.5389517989790378e-20,0.05000000000000047
198,45.0,45.0,0.0,7.750000000000021,1.4285714285714436e-05,7.999631226300197e-21,5.000000000000052e-06,2.799870929205069e-21,0.050000000000000495
199,50.0,45.0,0.0,7.500000000000019,1.4285714285714302e-05,-1.0696232686642362e-19,5.0000000000000055e-06,-3.7436814403248263e-20,0.050000000000000065
200,55.0,45.0,0.0,7.250000000000019,1.4285714285714287e-05,-1.6344102531406046e-19,5e-06,-5.720435885992116e-20,0.049999999999999996
201,60.0,45.0,0.0,7.000000000000018,1.4285714285714335e-05,-5.799017925514741e-20,5.0000000000000165e-06,-2.029656273930159e-20,0.05000000000000016
202,65.0,45.0,0.0,6.750000000000016,1.4285714285714368e-05,-9.346751903830873e-21,5.000000000000028e-06,-3.2713631663408053e-21,0.05000000000000029
203,70.0,45.0,0.0,6.500000000000012,1.4285714285714389e-05,-9.013445072682806e-20,5.000000000000036e-06,-3.154705775438982e-20,0.05000000000000038
204,75.0,45.0,0.0,6.250000000000011,1.4285714285714372e-05,-1.1092740909722776e-19,5.00000000000003e-06,-3.882459318402972e-20,0.05000000000000028
205,80.0,45.0,0.0,6.00000000000001,1.4285714285714358e-05,-2.9267056423139435e-20,5.000000000000025e-06,-1.0243469748098801e-20,0.05000000000000025
206,85.0,45.0,0.0,5.750000000000007,1.4285714285714392e-05,1.0219405754922025e-20,5.000000000000037e-06,3.5767920142227084e-21,0.05000000000000038
207,90.0,45.0,0.0,5.500000000000005,1.4285714285714416e-05,1.9117117432909354e-20,5.000000000000045e-06,6.690991101518273e-21,0.05000000000000047
208,95.0,45.0,0.0,5.250000000000002,1.4285714285714421e-05,-1.2862793908791461e-20,5.000000000000047e-06,-4.501977868077011e-21,0.05000000000000047
209,100.0,45.0,0.0,5.0,1.4285714285714385e-05,-9.34675190383088e-21,5.000000000000034e-06,-3.271363166340808e-21,0.05000000000000035
210,0.0,50.0,0.0,10.0,1.4285714285713947e-05,7.401486830834377e-20,4.999999999999881e-06,2.5905203907920316e-20,0.0499999999999988
211,5.0,50.0,0.0,9.750000000000005,1.4285714285713992e-05,6.58949171161597e-20,4.999999999999897e-06,2.3063220990655897e-20,0.04999999999999897
212,10.0,50.0,0.0,9.500000000000009,1.428571428571407e-05,1.0953126076629305e-20,4.999999999999924e-06,3.8335941268202564e-21,0.049999999999999246
213,15.0,50.0,0.0,9.250000000000012,1.4285714285714021e-05,8.704202234711508e-20,4.999999999999907e-06,3.0464707821490274e-20,0.049999999999999066
214,20.0,50.0,0.0,9.000000000000018,1.4285714285713965e-05,6.58949171161597e-20,4.999999999999888e-06,2.3063220990655897e-20,0.04999999999999887
215,25.0,50.0,0.0,8.750000000000025,1.4285714285714067e-05,-6.098771426957249e-20,4.999999999999923e-06,-2.134569999435037e-20,0.04999999999999923
216,30.0,50.0,0.0,8.500000000000027,1.428571428571419e-05,-1.562886213382555e-19,4.9999999999999665e-06,-5.470101746838942e-20,0.04999999999999965
217,35.0,50.0,0.0,8.250000000000028,1.4285714285714253e-05,-1.0644381987588812e-19,4.9999999999999886e-06,-3.725533695656084e-20,0.04999999999999988
218,40.0,50.0,0.0,8.000000000000027,1.428571428571451e-05,-5.2159469356277117e-20,5.000000000000078e-06,-1.825581427469699e-20,0.05000000000000077
219,45.0,50.0,0.0,7.7500000000000195,1.4285714285714436e-05,3.204937810639274e-20,5.000000000000052e-06,1.1217282337237459e-20,0.05000000000000053
220,50.0,50.0,0.0,7.500000000000021,1.4285714285714235e-05,-1.01485763828109e-19,4.999999999999982e-06,-3.552001733983815e-20,0.049999999999999815
221,55.0,50.0,0.0,7.250000000000022,1.4285714285714335e-05,-1.3726639727063409e-19,5.0000000000000165e-06,-4.804323904472193e-20,0.050000000000000176
222,60.0,50.0,0.0,7.000000000000018,1.428571428571442e-05,-1.5341821932681022e-20,5.000000000000046e-06,-5.369637676438358e-21,0.05000000000000046
223,65.0,50.0,0.0,6.750000000000016,1.4285714285714358e-05,1.7453077021823057e-21,5.000000000000025e-06,6.108576957638069e-22,0.05000000000000024
224,70.0,50.0,0.0,6.500000000000016,1.4285714285714358e-05,-1.4326146729948422e-19,5.000000000000025e-06,-5.014151355481947e-20,0.05000000000000025
225,75.0,50.0,0.0,6.250000000000014,1.4285714285714443e-05,-2.0122621995403566e-19,5.000000000000055e-06,-7.042917698391247e-20,0.05000000000000056
226,80.0,50.0,0.0,6.000000000000009,1.4285714285714443e-05,-3.8424021596394493e-20,5.000000000000055e-06,-1.3448407558738071e-20,0.05000000000000055
227,85.0,50.0,0.0,5.750000000000007,1.4285714285714431e-05,-1.2318860317660002e-20,5.00000000000005e-06,-4.311601111181e-21,0.0500000000000005
228,90.0,50.0,0.0,5.500000000000004,1.4285714285714423e-05,1.2508647048235786e-20,5.000000000000048e-06,4.378026466882525e-21,0.050000000000000475
229,95.0,50.0,0.0,5.250000000000003,1.4285714285714431e-05,-3.681764742359609e-20,5.00000000000005e-06,-1.288617659825863e-20,0.05000000000000051
230,100.0,50.0,0.0,5.0,1.4285714285714433e-05,-2.785046898091682e-20,5.000000000000051e-06,-9.747664143320886e-21,0.05000000000000051
